Fin,St,#,Driver,Sponsor / Owner,Car,Laps,Money,Status,Led,Pts,race_name,date,year,track,laps,track_len,caution_cnt,caution_laps,race_dur,avg_speed,pole_speed,margin,lead_changes,PPts
16,9,22,   Joey Logano ,Discount Tire   (Roger Penske),Ford,125,"13,275",running,43,0,2014_Ollies_Bargain_Outlet_250,2014-06-14,2014,Michigan International Speedway,125,2.0,4,22,1.7925,139.55700000000002,193.242,0.468,14,
17,12,11,   Elliott Sadler ,OneMain Financial   (Joe Gibbs),Toyota,124,"19,225",running,0,27,2014_Ollies_Bargain_Outlet_250,2014-06-14,2014,Michigan International Speedway,125,2.0,4,22,1.7925,139.55700000000002,193.242,0.468,14,
18,19,19,   Mike Bliss ,SupportMilitary.org   (Mark Smith),Toyota,124,"19,175",running,0,26,2014_Ollies_Bargain_Outlet_250,2014-06-14,2014,Michigan International Speedway,125,2.0,4,22,1.7925,139.55700000000002,193.242,0.468,14,
19,18,43,   Dakoda Armstrong ,WinField   (Richard Petty Motorsports),Ford,124,"19,125",running,0,25,2014_Ollies_Bargain_Outlet_250,2014-06-14,2014,Michigan International Speedway,125,2.0,4,22,1.7925,139.55700000000002,193.242,0.468,14,
20,28,51,   Jeremy Clements ,Diamond Pistons / RepairableVehicles.com   (Jeremy Clements),Chevrolet,124,"19,775",running,0,24,2014_Ollies_Bargain_Outlet_250,2014-06-14,2014,Michigan International Speedway,125,2.0,4,22,1.7925,139.55700000000002,193.242,0.468,14,
21,20,28,   J.J. Yeley ,Texas 28 Spirits Stage   (James Whitener),Dodge,124,"19,000",running,0,23,2014_Ollies_Bargain_Outlet_250,2014-06-14,2014,Michigan International Speedway,125,2.0,4,22,1.7925,139.55700000000002,193.242,0.468,14,
22,16,62,   Brendan Gaughan ,South Point Hotel & Casino   (Richard Childress),Chevrolet,124,"18,945",running,0,22,2014_Ollies_Bargain_Outlet_250,2014-06-14,2014,Michigan International Speedway,125,2.0,4,22,1.7925,139.55700000000002,193.242,0.468,14,
23,27,14,   Jeff Green ,Hefty Ultimate / Reynolds Wrap   (Mark Smith),Toyota,124,"18,895",running,0,21,2014_Ollies_Bargain_Outlet_250,2014-06-14,2014,Michigan International Speedway,125,2.0,4,22,1.7925,139.55700000000002,193.242,0.468,14,
24,22,44,   Blake Koch ,CompassionRacing.com   (Mark Smith),Toyota,123,"18,820",running,0,20,2014_Ollies_Bargain_Outlet_250,2014-06-14,2014,Michigan International Speedway,125,2.0,4,22,1.7925,139.55700000000002,193.242,0.468,14,
25,29,4,   Jeffrey Earnhardt ,Experience Jackson   (Johnny Davis),Chevrolet,121,"19,270",running,0,19,2014_Ollies_Bargain_Outlet_250,2014-06-14,2014,Michigan International Speedway,125,2.0,4,22,1.7925,139.55700000000002,193.242,0.468,14,
26,25,40,   Josh Wise ,The Motorsports Group   (Curtis Key),Chevrolet,121,"18,695",running,0,0,2014_Ollies_Bargain_Outlet_250,2014-06-14,2014,Michigan International Speedway,125,2.0,4,22,1.7925,139.55700000000002,193.242,0.468,14,
27,39,52,   Joey Gase ,Gift of Life Michigan / Donate Life   (Jimmy Means),Chevrolet,105,"18,645",engine,0,17,2014_Ollies_Bargain_Outlet_250,2014-06-14,2014,Michigan International Speedway,125,2.0,4,22,1.7925,139.55700000000002,193.242,0.468,14,
28,30,74,   Mike Harmon ,Mike Harmon Racing   (Mike Harmon),Dodge,90,"18,570",vibration,0,16,2014_Ollies_Bargain_Outlet_250,2014-06-14,2014,Michigan International Speedway,125,2.0,4,22,1.7925,139.55700000000002,193.242,0.468,14,
29,36,23,   Ryan Ellis ,Lilly Trucking   (Rick Ware),Chevrolet,88,"18,520",rear gear,0,15,2014_Ollies_Bargain_Outlet_250,2014-06-14,2014,Michigan International Speedway,125,2.0,4,22,1.7925,139.55700000000002,193.242,0.468,14,
30,14,6,   Trevor Bayne ,AdvoCare   (Jack Roush),Ford,82,"18,770",crash,0,14,2014_Ollies_Bargain_Outlet_250,2014-06-14,2014,Michigan International Speedway,125,2.0,4,22,1.7925,139.55700000000002,193.242,0.468,14,
31,7,31,   Dylan Kwasniewski ,Rockstar Energy / AccuDoc Solutions   (Steve Turner),Chevrolet,78,"18,415",crash,0,13,2014_Ollies_Bargain_Outlet_250,2014-06-14,2014,Michigan International Speedway,125,2.0,4,22,1.7925,139.55700000000002,193.242,0.468,14,
32,37,93,   Harrison Rhodes ,JGL Racing   (James Whitener),Dodge,66,"18,355",fuel pump,0,12,2014_Ollies_Bargain_Outlet_250,2014-06-14,2014,Michigan International Speedway,125,2.0,4,22,1.7925,139.55700000000002,193.242,0.468,14,
33,23,55,   Jamie Dick ,Viva Auto Group   (Jimmy Dick),Chevrolet,60,"18,315",clutch,0,11,2014_Ollies_Bargain_Outlet_250,2014-06-14,2014,Michigan International Speedway,125,2.0,4,22,1.7925,139.55700000000002,193.242,0.468,14,
34,31,13,   Carl Long ,HeadRush Clothing   (Derek White),Toyota,16,"12,295",electrical,0,10,2014_Ollies_Bargain_Outlet_250,2014-06-14,2014,Michigan International Speedway,125,2.0,4,22,1.7925,139.55700000000002,193.242,0.468,14,
35,35,70,   Derrike Cope ,Youtheory   (Derrike Cope),Chevrolet,13,"18,266",engine,0,9,2014_Ollies_Bargain_Outlet_250,2014-06-14,2014,Michigan International Speedway,125,2.0,4,22,1.7925,139.55700000000002,193.242,0.468,14,
36,34,17,   Tanner Berryhill ,NationalCashLenders.com   (Adrian Berryhill),Dodge,10,"17,375",vibration,0,8,2014_Ollies_Bargain_Outlet_250,2014-06-14,2014,Michigan International Speedway,125,2.0,4,22,1.7925,139.55700000000002,193.242,0.468,14,
37,33,72,   Matt Carter ,CrashClaimsR.Us   (James Carter),Chevrolet,8,"11,355",brakes,0,7,2014_Ollies_Bargain_Outlet_250,2014-06-14,2014,Michigan International Speedway,125,2.0,4,22,1.7925,139.55700000000002,193.242,0.468,14,
38,40,67,   Tommy Joe Martins ,Cross Concrete Construction   (Craig Martins),Ford,5,"11,316",engine,0,6,2014_Ollies_Bargain_Outlet_250,2014-06-14,2014,Michigan International Speedway,125,2.0,4,22,1.7925,139.55700000000002,193.242,0.468,14,
39,32,10,   Kevin Lepage ,Heroes Behind the Camo / Supportmilitary.org   (Mark Smith),Toyota,3,"11,190",vibration,0,5,2014_Ollies_Bargain_Outlet_250,2014-06-14,2014,Michigan International Speedway,125,2.0,4,22,1.7925,139.55700000000002,193.242,0.468,14,
40,38,87,   Tim Schendel ,Rick Ware Racing   (Rick Ware),Chevrolet,0,"17,160",engine,0,4,2014_Ollies_Bargain_Outlet_250,2014-06-14,2014,Michigan International Speedway,125,2.0,4,22,1.7925,139.55700000000002,193.242,0.468,14,
1,5,62,   Brendan Gaughan ,South Point Hotel & Casino   (Richard Childress),Chevrolet,53,"46,900",running,8,47,2014_Gardner_Denver_200_Fired_Up_by_Johnsonville,2014-06-21,2014,Road America,50,4.048,4,10,2.8008333333333333,76.6,108.42,0.82,7,
2,1,22,   Alex Tagliani ,Discount Tire   (Roger Penske),Ford,53,"47,525",running,19,43,2014_Gardner_Denver_200_Fired_Up_by_Johnsonville,2014-06-21,2014,Road America,50,4.048,4,10,2.8008333333333333,76.6,108.42,0.82,7,
3,26,23,   Kevin O'Connell ,Shania Kids Can   (Rick Ware),Chevrolet,53,"30,175",running,0,41,2014_Gardner_Denver_200_Fired_Up_by_Johnsonville,2014-06-21,2014,Road America,50,4.048,4,10,2.8008333333333333,76.6,108.42,0.82,7,
4,12,9,   Chase Elliott ,NAPA Auto Parts   (JR Motorsports),Chevrolet,53,"31,025",running,0,40,2014_Gardner_Denver_200_Fired_Up_by_Johnsonville,2014-06-21,2014,Road America,50,4.048,4,10,2.8008333333333333,76.6,108.42,0.82,7,
5,22,28,   J.J. Yeley ,Texas 28 Spirits Stage   (James Whitener),Dodge,53,"28,725",running,0,39,2014_Gardner_Denver_200_Fired_Up_by_Johnsonville,2014-06-21,2014,Road America,50,4.048,4,10,2.8008333333333333,76.6,108.42,0.82,7,
6,13,51,   Jeremy Clements ,RepairableVehicles.com   (Jeremy Clements),Chevrolet,53,"22,500",running,0,38,2014_Gardner_Denver_200_Fired_Up_by_Johnsonville,2014-06-21,2014,Road America,50,4.048,4,10,2.8008333333333333,76.6,108.42,0.82,7,
7,10,55,   Andy Lally ,Hopek Hardware Plus / Engine Parts Plus   (Bobby Dotter),Chevrolet,53,"21,550",running,0,37,2014_Gardner_Denver_200_Fired_Up_by_Johnsonville,2014-06-21,2014,Road America,50,4.048,4,10,2.8008333333333333,76.6,108.42,0.82,7,
8,25,1,   Landon Cassill ,G&K Services   (Johnny Davis),Chevrolet,53,"20,225",running,0,36,2014_Gardner_Denver_200_Fired_Up_by_Johnsonville,2014-06-21,2014,Road America,50,4.048,4,10,2.8008333333333333,76.6,108.42,0.82,7,
9,11,11,   Elliott Sadler ,OneMain Financial   (Joe Gibbs),Toyota,53,"19,950",running,0,35,2014_Gardner_Denver_200_Fired_Up_by_Johnsonville,2014-06-21,2014,Road America,50,4.048,4,10,2.8008333333333333,76.6,108.42,0.82,7,
10,17,19,   Mike Bliss ,TriStar Motorsports   (Mark Smith),Toyota,53,"20,975",running,0,34,2014_Gardner_Denver_200_Fired_Up_by_Johnsonville,2014-06-21,2014,Road America,50,4.048,4,10,2.8008333333333333,76.6,108.42,0.82,7,
11,19,40,   Matt DiBenedetto ,The Motorsports Group   (Curtis Key),Chevrolet,53,"19,600",running,0,33,2014_Gardner_Denver_200_Fired_Up_by_Johnsonville,2014-06-21,2014,Road America,50,4.048,4,10,2.8008333333333333,76.6,108.42,0.82,7,
12,4,54,"   Sam Hornish, Jr. ",Monster Energy   (Joe Gibbs),Toyota,53,"22,925",running,25,34,2014_Gardner_Denver_200_Fired_Up_by_Johnsonville,2014-06-21,2014,Road America,50,4.048,4,10,2.8008333333333333,76.6,108.42,0.82,7,
13,3,7,   Regan Smith ,TaxSlayer.com   (JR Motorsports),Chevrolet,53,"19,675",running,0,31,2014_Gardner_Denver_200_Fired_Up_by_Johnsonville,2014-06-21,2014,Road America,50,4.048,4,10,2.8008333333333333,76.6,108.42,0.82,7,
14,20,20,   Kenny Habul ,Sun Energy 1   (Joe Gibbs),Toyota,53,"19,300",running,0,30,2014_Gardner_Denver_200_Fired_Up_by_Johnsonville,2014-06-21,2014,Road America,50,4.048,4,10,2.8008333333333333,76.6,108.42,0.82,7,
15,35,44,   Carlos Contreras ,38 Special / Ingersoll Rand / Voli   (Mark Smith),Toyota,53,"19,875",running,0,29,2014_Gardner_Denver_200_Fired_Up_by_Johnsonville,2014-06-21,2014,Road America,50,4.048,4,10,2.8008333333333333,76.6,108.42,0.82,7,
16,6,2,   Brian Scott ,Shore Lodge   (Richard Childress),Chevrolet,53,"19,150",running,0,28,2014_Gardner_Denver_200_Fired_Up_by_Johnsonville,2014-06-21,2014,Road America,50,4.048,4,10,2.8008333333333333,76.6,108.42,0.82,7,
17,18,99,   James Buescher ,Rheem   (Robby Benton),Toyota,53,"19,250",running,0,27,2014_Gardner_Denver_200_Fired_Up_by_Johnsonville,2014-06-21,2014,Road America,50,4.048,4,10,2.8008333333333333,76.6,108.42,0.82,7,
18,9,60,   Chris Buescher ,Roush Performance Parts   (Jack Roush),Ford,53,"18,950",running,0,26,2014_Gardner_Denver_200_Fired_Up_by_Johnsonville,2014-06-21,2014,Road America,50,4.048,4,10,2.8008333333333333,76.6,108.42,0.82,7,
19,7,3,   Ty Dillon ,Bass Pro Shops / Tracker Boats   (Richard Childress),Chevrolet,53,"18,875",running,0,25,2014_Gardner_Denver_200_Fired_Up_by_Johnsonville,2014-06-21,2014,Road America,50,4.048,4,10,2.8008333333333333,76.6,108.42,0.82,7,
20,23,14,   Eric McClure ,Hefty Ultimate / Reynolds Wrap   (Mark Smith),Toyota,53,"19,525",running,0,24,2014_Gardner_Denver_200_Fired_Up_by_Johnsonville,2014-06-21,2014,Road America,50,4.048,4,10,2.8008333333333333,76.6,108.42,0.82,7,
21,14,16,   Ryan Reed ,Lilly Diabetes / ADA Drive to Stop Diabetes   (Jack Roush),Ford,53,"18,750",running,0,23,2014_Gardner_Denver_200_Fired_Up_by_Johnsonville,2014-06-21,2014,Road America,50,4.048,4,10,2.8008333333333333,76.6,108.42,0.82,7,
22,27,39,   Ryan Sieg ,RSS Racing   (Rod Sieg),Chevrolet,52,"18,705",crash,0,22,2014_Gardner_Denver_200_Fired_Up_by_Johnsonville,2014-06-21,2014,Road America,50,4.048,4,10,2.8008333333333333,76.6,108.42,0.82,7,
23,36,4,   Jeffrey Earnhardt ,Lake Forest Hearing   (Johnny Davis),Chevrolet,52,"18,670",crash,0,21,2014_Gardner_Denver_200_Fired_Up_by_Johnsonville,2014-06-21,2014,Road America,50,4.048,4,10,2.8008333333333333,76.6,108.42,0.82,7,
24,8,31,   Justin Marks ,SOL Republic   (Steve Turner),Chevrolet,52,"18,610",running,0,20,2014_Gardner_Denver_200_Fired_Up_by_Johnsonville,2014-06-21,2014,Road America,50,4.048,4,10,2.8008333333333333,76.6,108.42,0.82,7,
25,16,43,   Dakoda Armstrong ,WinField   (Richard Petty Motorsports),Ford,51,"19,040",running,0,19,2014_Gardner_Denver_200_Fired_Up_by_Johnsonville,2014-06-21,2014,Road America,50,4.048,4,10,2.8008333333333333,76.6,108.42,0.82,7,
26,2,42,   Dylan Kwasniewski ,Target Up & Up   (Steve Turner),Chevrolet,49,"19,255",running,0,18,2014_Gardner_Denver_200_Fired_Up_by_Johnsonville,2014-06-21,2014,Road America,50,4.048,4,10,2.8008333333333333,76.6,108.42,0.82,7,
27,15,6,   Trevor Bayne ,AdvoCare   (Jack Roush),Ford,41,"18,470",crash,1,18,2014_Gardner_Denver_200_Fired_Up_by_Johnsonville,2014-06-21,2014,Road America,50,4.048,4,10,2.8008333333333333,76.6,108.42,0.82,7,
28,28,17,   Tanner Berryhill ,NationalCashLenders.com   (Adrian Berryhill),Dodge,39,"12,440",running,0,16,2014_Gardner_Denver_200_Fired_Up_by_Johnsonville,2014-06-21,2014,Road America,50,4.048,4,10,2.8008333333333333,76.6,108.42,0.82,7,
29,31,74,   Bobby Reuse ,WCIParts.com / BAPI HVAC   (Mike Harmon),Chevrolet,34,"12,405",engine,0,15,2014_Gardner_Denver_200_Fired_Up_by_Johnsonville,2014-06-21,2014,Road America,50,4.048,4,10,2.8008333333333333,76.6,108.42,0.82,7,
30,34,52,   Joey Gase ,Cobblestone Hotels / DB Equipment Sales   (Jimmy Means),Chevrolet,22,"18,660",transmission,0,14,2014_Gardner_Denver_200_Fired_Up_by_Johnsonville,2014-06-21,2014,Road America,50,4.048,4,10,2.8008333333333333,76.6,108.42,0.82,7,
31,29,76,   Tommy Joe Martins ,Martins Motorsports   (Craig Martins),Dodge,17,"12,315",transmission,0,13,2014_Gardner_Denver_200_Fired_Up_by_Johnsonville,2014-06-21,2014,Road America,50,4.048,4,10,2.8008333333333333,76.6,108.42,0.82,7,
32,21,87,   Stanton Barrett ,Barcode Entertainment / 4caring.org   (Rick Ware),Ford,10,"18,270",crash,0,12,2014_Gardner_Denver_200_Fired_Up_by_Johnsonville,2014-06-21,2014,Road America,50,4.048,4,10,2.8008333333333333,76.6,108.42,0.82,7,
33,38,70,   Derrike Cope ,Youtheory   (Derrike Cope),Chevrolet,4,"12,240",transmission,0,11,2014_Gardner_Denver_200_Fired_Up_by_Johnsonville,2014-06-21,2014,Road America,50,4.048,4,10,2.8008333333333333,76.6,108.42,0.82,7,
34,24,46,   Ryan Ellis ,The Motorsports Group   (Curtis Key),Chevrolet,2,"12,220",ignition,0,10,2014_Gardner_Denver_200_Fired_Up_by_Johnsonville,2014-06-21,2014,Road America,50,4.048,4,10,2.8008333333333333,76.6,108.42,0.82,7,
35,33,15,   Carl Long ,Lilly Trucking   (Rick Ware),Chevrolet,2,"12,184",rear hub,0,0,2014_Gardner_Denver_200_Fired_Up_by_Johnsonville,2014-06-21,2014,Road America,50,4.048,4,10,2.8008333333333333,76.6,108.42,0.82,7,
36,30,10,   Jeff Green ,Heroes Behind the Camo / Supportmilitary.org   (Mark Smith),Toyota,1,"11,255",vibration,0,8,2014_Gardner_Denver_200_Fired_Up_by_Johnsonville,2014-06-21,2014,Road America,50,4.048,4,10,2.8008333333333333,76.6,108.42,0.82,7,
37,32,79,   Tim Schendel ,Jimmy Means Racing   (Jimmy Means),Chevrolet,1,"11,235",water pump,0,0,2014_Gardner_Denver_200_Fired_Up_by_Johnsonville,2014-06-21,2014,Road America,50,4.048,4,10,2.8008333333333333,76.6,108.42,0.82,7,
38,37,93,   Kevin Lepage ,JGL Racing   (James Whitener),Dodge,0,"17,216",rear gear,0,6,2014_Gardner_Denver_200_Fired_Up_by_Johnsonville,2014-06-21,2014,Road America,50,4.048,4,10,2.8008333333333333,76.6,108.42,0.82,7,
1,7,5,   Kevin Harvick ,Kroger / Prilosec / Crest   (JR Motorsports),Chevrolet,200,"79,350",running,14,0,2014_John_R_Elliott_HERO_Campaign_300,2014-06-27,2014,Kentucky Speedway,200,1.5,7,30,2.2591666666666668,132.792,175.313,0.928,8,
2,1,22,   Brad Keselowski ,Discount Tire   (Roger Penske),Ford,200,"59,600",running,138,0,2014_John_R_Elliott_HERO_Campaign_300,2014-06-27,2014,Kentucky Speedway,200,1.5,7,30,2.2591666666666668,132.792,175.313,0.928,8,
3,2,54,   Kyle Busch ,Monster Energy   (Joe Gibbs),Toyota,200,"41,625",running,38,0,2014_John_R_Elliott_HERO_Campaign_300,2014-06-27,2014,Kentucky Speedway,200,1.5,7,30,2.2591666666666668,132.792,175.313,0.928,8,
4,3,33,   Paul Menard ,Libman / Menards   (Richard Childress),Chevrolet,200,"28,350",running,4,0,2014_John_R_Elliott_HERO_Campaign_300,2014-06-27,2014,Kentucky Speedway,200,1.5,7,30,2.2591666666666668,132.792,175.313,0.928,8,
5,9,12,   Ryan Blaney ,Snap-On Tools   (Roger Penske),Ford,200,"22,575",running,0,0,2014_John_R_Elliott_HERO_Campaign_300,2014-06-27,2014,Kentucky Speedway,200,1.5,7,30,2.2591666666666668,132.792,175.313,0.928,8,
6,12,62,   Brendan Gaughan ,South Point Hotel & Casino   (Richard Childress),Chevrolet,200,"27,750",running,0,38,2014_John_R_Elliott_HERO_Campaign_300,2014-06-27,2014,Kentucky Speedway,200,1.5,7,30,2.2591666666666668,132.792,175.313,0.928,8,
7,8,3,   Ty Dillon ,Alsco / Red Kap   (Richard Childress),Chevrolet,200,"26,500",running,0,37,2014_John_R_Elliott_HERO_Campaign_300,2014-06-27,2014,Kentucky Speedway,200,1.5,7,30,2.2591666666666668,132.792,175.313,0.928,8,
8,5,2,   Brian Scott ,Shore Lodge   (Richard Childress),Chevrolet,200,"24,100",running,0,36,2014_John_R_Elliott_HERO_Campaign_300,2014-06-27,2014,Kentucky Speedway,200,1.5,7,30,2.2591666666666668,132.792,175.313,0.928,8,
9,11,42,   Kyle Larson ,Cartwheel by Target   (Steve Turner),Chevrolet,200,"19,175",running,0,0,2014_John_R_Elliott_HERO_Campaign_300,2014-06-27,2014,Kentucky Speedway,200,1.5,7,30,2.2591666666666668,132.792,175.313,0.928,8,
10,10,11,   Elliott Sadler ,OneMain Financial   (Joe Gibbs),Toyota,200,"23,550",running,4,35,2014_John_R_Elliott_HERO_Campaign_300,2014-06-27,2014,Kentucky Speedway,200,1.5,7,30,2.2591666666666668,132.792,175.313,0.928,8,
11,17,31,   Dylan Kwasniewski ,AccuDoc Solutions / Rockstar Energy   (Steve Turner),Chevrolet,200,"22,250",running,0,33,2014_John_R_Elliott_HERO_Campaign_300,2014-06-27,2014,Kentucky Speedway,200,1.5,7,30,2.2591666666666668,132.792,175.313,0.928,8,
12,6,9,   Chase Elliott ,NAPA Auto Parts   (JR Motorsports),Chevrolet,200,"21,475",running,0,32,2014_John_R_Elliott_HERO_Campaign_300,2014-06-27,2014,Kentucky Speedway,200,1.5,7,30,2.2591666666666668,132.792,175.313,0.928,8,
13,23,1,   Landon Cassill ,Drive Sober or Get Pulled Over   (Johnny Davis),Chevrolet,200,"20,925",running,0,31,2014_John_R_Elliott_HERO_Campaign_300,2014-06-27,2014,Kentucky Speedway,200,1.5,7,30,2.2591666666666668,132.792,175.313,0.928,8,
14,19,99,   James Buescher ,Toyota Kentucky / ToyotaCare   (Robby Benton),Toyota,200,"20,375",running,0,30,2014_John_R_Elliott_HERO_Campaign_300,2014-06-27,2014,Kentucky Speedway,200,1.5,7,30,2.2591666666666668,132.792,175.313,0.928,8,
15,13,6,   Trevor Bayne ,AdvoCare   (Jack Roush),Ford,200,"21,000",running,0,29,2014_John_R_Elliott_HERO_Campaign_300,2014-06-27,2014,Kentucky Speedway,200,1.5,7,30,2.2591666666666668,132.792,175.313,0.928,8,
16,21,98,   Corey LaJoie ,Fazoli's / Kelvinator Commercial   (Fred Biagi),Ford,200,"19,925",running,0,0,2014_John_R_Elliott_HERO_Campaign_300,2014-06-27,2014,Kentucky Speedway,200,1.5,7,30,2.2591666666666668,132.792,175.313,0.928,8,
17,15,16,   Ryan Reed ,Lilly Diabetes / ADA Drive to Stop Diabetes   (Jack Roush),Ford,200,"19,800",running,0,27,2014_John_R_Elliott_HERO_Campaign_300,2014-06-27,2014,Kentucky Speedway,200,1.5,7,30,2.2591666666666668,132.792,175.313,0.928,8,
18,18,60,   Chris Buescher ,Ford EcoBoost   (Jack Roush),Ford,200,"19,650",running,0,26,2014_John_R_Elliott_HERO_Campaign_300,2014-06-27,2014,Kentucky Speedway,200,1.5,7,30,2.2591666666666668,132.792,175.313,0.928,8,
19,22,44,   Blake Koch ,TriStar Motorsports   (Mark Smith),Toyota,200,"19,525",running,0,25,2014_John_R_Elliott_HERO_Campaign_300,2014-06-27,2014,Kentucky Speedway,200,1.5,7,30,2.2591666666666668,132.792,175.313,0.928,8,
20,25,43,   Dakoda Armstrong ,WinField   (Richard Petty Motorsports),Ford,199,"20,100",running,0,24,2014_John_R_Elliott_HERO_Campaign_300,2014-06-27,2014,Kentucky Speedway,200,1.5,7,30,2.2591666666666668,132.792,175.313,0.928,8,
21,16,39,   Ryan Sieg ,Cherokee Charcoal   (Rod Sieg),Chevrolet,198,"19,275",running,0,23,2014_John_R_Elliott_HERO_Campaign_300,2014-06-27,2014,Kentucky Speedway,200,1.5,7,30,2.2591666666666668,132.792,175.313,0.928,8,
22,20,28,   J.J. Yeley ,JGL Racing   (James Whitener),Dodge,198,"19,145",running,0,22,2014_John_R_Elliott_HERO_Campaign_300,2014-06-27,2014,Kentucky Speedway,200,1.5,7,30,2.2591666666666668,132.792,175.313,0.928,8,
23,26,4,   Jeffrey Earnhardt ,BCL Auctions   (Johnny Davis),Chevrolet,198,"18,995",running,0,21,2014_John_R_Elliott_HERO_Campaign_300,2014-06-27,2014,Kentucky Speedway,200,1.5,7,30,2.2591666666666668,132.792,175.313,0.928,8,
24,31,14,   Eric McClure ,Hefty Ultimate / Reynolds Wrap   (Mark Smith),Toyota,197,"18,845",running,0,20,2014_John_R_Elliott_HERO_Campaign_300,2014-06-27,2014,Kentucky Speedway,200,1.5,7,30,2.2591666666666668,132.792,175.313,0.928,8,
25,35,93,   Mike Wallace ,JGL Racing   (James Whitener),Dodge,197,"19,220",running,0,19,2014_John_R_Elliott_HERO_Campaign_300,2014-06-27,2014,Kentucky Speedway,200,1.5,7,30,2.2591666666666668,132.792,175.313,0.928,8,
26,29,55,   Jamie Dick ,Viva Auto Group   (Jimmy Dick),Chevrolet,197,"18,595",running,0,18,2014_John_R_Elliott_HERO_Campaign_300,2014-06-27,2014,Kentucky Speedway,200,1.5,7,30,2.2591666666666668,132.792,175.313,0.928,8,
27,32,86,   Jake Crum ,Bubba Burger   (Scott Deware),Chevrolet,197,"18,470",running,0,0,2014_John_R_Elliott_HERO_Campaign_300,2014-06-27,2014,Kentucky Speedway,200,1.5,7,30,2.2591666666666668,132.792,175.313,0.928,8,
28,14,7,   Regan Smith ,AmericasPower.org / Clean Coal   (JR Motorsports),Chevrolet,197,"19,345",running,2,17,2014_John_R_Elliott_HERO_Campaign_300,2014-06-27,2014,Kentucky Speedway,200,1.5,7,30,2.2591666666666668,132.792,175.313,0.928,8,
29,30,40,   Josh Wise ,The Motorsports Group   (Curtis Key),Chevrolet,196,"18,195",running,0,0,2014_John_R_Elliott_HERO_Campaign_300,2014-06-27,2014,Kentucky Speedway,200,1.5,7,30,2.2591666666666668,132.792,175.313,0.928,8,
30,27,51,   Jeremy Clements ,All South Electric / RepairableVehicles.com   (Jeremy Clements),Chevrolet,195,"18,370",running,0,14,2014_John_R_Elliott_HERO_Campaign_300,2014-06-27,2014,Kentucky Speedway,200,1.5,7,30,2.2591666666666668,132.792,175.313,0.928,8,
31,34,90,   Martin Roy ,Gamache Truck Center / Cote   (Mario Gosselin),Chevrolet,194,"11,945",running,0,13,2014_John_R_Elliott_HERO_Campaign_300,2014-06-27,2014,Kentucky Speedway,200,1.5,7,30,2.2591666666666668,132.792,175.313,0.928,8,
32,37,52,   Joey Gase ,Donate Life   (Jimmy Means),Chevrolet,188,"17,820",fuel pump,0,12,2014_John_R_Elliott_HERO_Campaign_300,2014-06-27,2014,Kentucky Speedway,200,1.5,7,30,2.2591666666666668,132.792,175.313,0.928,8,
33,39,87,"   Ruben Garcia, Jr. ",Rick Ware Racing   (Rick Ware),Chevrolet,183,"17,710",running,0,11,2014_John_R_Elliott_HERO_Campaign_300,2014-06-27,2014,Kentucky Speedway,200,1.5,7,30,2.2591666666666668,132.792,175.313,0.928,8,
34,24,19,   Mike Bliss ,Trane   (Mark Smith),Toyota,130,"17,600",running,0,10,2014_John_R_Elliott_HERO_Campaign_300,2014-06-27,2014,Kentucky Speedway,200,1.5,7,30,2.2591666666666668,132.792,175.313,0.928,8,
35,38,23,   Josh Reaume ,Lilly Trucking   (Rick Ware),Chevrolet,104,"17,475",overheating,0,9,2014_John_R_Elliott_HERO_Campaign_300,2014-06-27,2014,Kentucky Speedway,200,1.5,7,30,2.2591666666666668,132.792,175.313,0.928,8,
36,4,20,   Matt Kenseth ,Reser's Fine Foods   (Joe Gibbs),Toyota,102,"10,555",crash,0,0,2014_John_R_Elliott_HERO_Campaign_300,2014-06-27,2014,Kentucky Speedway,200,1.5,7,30,2.2591666666666668,132.792,175.313,0.928,8,
37,40,70,   Derrike Cope ,Youtheory   (Derrike Cope),Chevrolet,80,"16,520",ignition,0,7,2014_John_R_Elliott_HERO_Campaign_300,2014-06-27,2014,Kentucky Speedway,200,1.5,7,30,2.2591666666666668,132.792,175.313,0.928,8,
38,36,17,   Tanner Berryhill ,NationalCashLenders.com   (Adrian Berryhill),Dodge,53,"16,486",brakes,0,6,2014_John_R_Elliott_HERO_Campaign_300,2014-06-27,2014,Kentucky Speedway,200,1.5,7,30,2.2591666666666668,132.792,175.313,0.928,8,
39,33,10,   Jeff Green ,Heroes Behind the Camo / SupportMilitary.org   (Mark Smith),Toyota,4,"10,350",vibration,0,5,2014_John_R_Elliott_HERO_Campaign_300,2014-06-27,2014,Kentucky Speedway,200,1.5,7,30,2.2591666666666668,132.792,175.313,0.928,8,
40,28,46,   Matt DiBenedetto ,The Motorsports Group   (Curtis Key),Chevrolet,2,"10,250",rear gear,0,4,2014_John_R_Elliott_HERO_Campaign_300,2014-06-27,2014,Kentucky Speedway,200,1.5,7,30,2.2591666666666668,132.792,175.313,0.928,8,
1,13,5,   Kasey Kahne ,Hellmann's / Winn Dixie   (JR Motorsports),Chevrolet,103,"81,500",running,1,0,2014_Subway_Firecracker_250,2014-07-04,2014,Daytona International Speedway,100,2.5,3,12,1.64,157.012,192.123,0.02,14,
